,papel,cotacao,pByL,pByVp,psr,dividendYield,pByAtivo,pByCapitalGiro,pByEbit,pByAtivoCircLiq,evByEbit,evByEbitda,margemEbit,margemLiq,liqCorr,roic,roe,liqDoisMeses,patrimonioLiquido,dividaBrutaByPatrimonio,crescRec,setor,industria,nomeEmpresaLongo,nomeEmpresa,smallcap,evByEbitRanking,roicRanking,magicRanking
57,VGOR4,5.87,-29.58,7.18,1.229,0.0,1.468,113.97,27.32,-3.22,34.09,34.09,4.5,-4.59,1.04,6.0,-24.29,0.0,135178000.0,1.89,4.77,,,,,True,564,456,1020
947,CASN3,15.01,94.06,8.54,11.008,0.23,3.407,197.0,52.87,-7.18,58.1,39.23,20.82,11.7,1.16,6.71,9.08,0.0,1538470000.0,0.92,6.6,Utilities,Utilities—Regulated Water,Companhia Catarinense de Águas e Saneamento - CASAN,CASAN       ON,False,582,440,1022
933,SCAR3,34.1,57.13,1.26,6.835,1.07,0.569,-8.11,12.84,-1.24,23.87,17.96,53.22,11.94,0.55,4.58,2.21,133382.0,1562350000.0,1.15,-12.95,Real Estate,Real Estate Services,São Carlos Empreendimentos e Participações S.A.,SAO CARLOS  ON      NM,False,525,498,1023
53,OMGE3,27.57,-32.03,1.59,3.419,0.0,0.543,10.86,12.56,-1.06,24.34,13.09,27.23,-11.12,1.72,4.69,-4.95,0.0,3483570000.0,1.66,38.73,,,,,False,529,495,1024
851,IGTI3,2.33,25.71,2.44,5.92,0.23,0.594,2.97,16.44,-2.13,23.83,15.02,36.02,46.31,5.31,4.56,9.51,1468740.0,1762140000.0,1.94,1.01,Industrials,Conglomerates,Iguatemi S.A.,IGUATEMI S.AON      N1,False,523,505,1028
789,IGTA3,33.13,17.11,1.72,8.054,0.86,0.829,4.04,20.51,-3.11,26.96,17.52,39.26,47.2,5.62,5.11,10.06,0.0,3398580000.0,0.97,1.01,,,,,False,543,487,1030
897,UGPA4,27.1,35.53,3.0,0.275,0.0,0.775,2.44,20.06,-8.59,29.11,18.12,1.37,0.81,1.98,5.17,8.45,0.0,10066900000.0,1.76,5.36,,,,,False,549,485,1034
937,AEDU3,18.35,59.34,3.32,4.141,0.0,2.159,17.0,41.06,-21.55,43.27,29.01,10.08,6.98,2.04,5.77,5.6,0.0,2415400000.0,0.3,20.9,,,,,False,571,463,1034
83,HBRE3,6.8,-12.66,0.4,8.789,0.0,0.205,2.25,10.14,-0.91,16.74,16.6,86.67,-78.29,2.12,2.42,-3.14,625750.0,1767560000.0,0.57,0.0,Real Estate,Real Estate Services,HBR Realty Empreendimentos Imobiliários S.A.,HBR REALTY  ON      NM,False,461,574,1035
54,ORVR3,28.8,-31.62,5.5,5.37,0.0,2.226,13.98,40.74,-12.16,45.87,23.21,13.18,-8.88,1.66,5.65,-17.39,13191200.0,374300000.0,0.71,0.0,Industrials,Waste Management,Orizon Valorização de Resíduos S.A.,ORIZON      ON      NM,False,574,467,1041
48,ARTR3,10.01,-36.29,0.89,1.342,0.0,0.317,66.91,8.97,-0.6,21.87,8.64,14.95,-3.7,1.04,3.95,-2.45,0.0,6464390000.0,1.55,-1.15,,,,,False,512,532,1044
876,IGTI11,18.87,29.74,2.83,6.849,0.0,0.687,3.44,19.02,-2.47,26.41,16.65,36.02,46.31,5.31,4.56,9.51,44705000.0,1762140000.0,1.94,1.01,Industrials,Conglomerates,Iguatemi S.A.,IGUATEMI S.AUNT     N1,False,539,506,1045
964,RAIL3,15.25,187.83,1.91,3.801,0.0,0.587,3.56,17.94,-1.36,25.39,11.74,21.18,2.09,2.79,4.14,1.02,203991000.0,14795400000.0,1.43,5.17,Industrials,Railroads,Rumo S.A.,RUMO S.A.   ON      NM,False,535,522,1057
956,SQIA3,15.91,120.08,1.75,4.555,0.1,1.122,2.46,47.05,6.2,34.35,14.89,9.68,4.28,6.56,4.77,1.46,17552600.0,798855000.0,0.3,24.57,Technology,Software—Application,Sinqia S.A.,SINQIA      ON      NM,False,565,494,1059
797,UCOP4,6.5,18.01,1.3,19.05,0.0,0.844,5.14,22.7,-8.61,24.17,41.56,83.92,110.51,13.37,3.91,7.23,0.0,972713000.0,0.16,9.25,,,,,False,526,534,1060
485,HBOR3,3.45,4.35,0.34,0.46,1.38,0.109,0.25,6.48,0.97,18.9,15.26,7.1,16.88,2.76,1.86,7.92,4500010.0,1338550000.0,0.93,25.27,Real Estate,Real Estate Services,Helbor Empreendimentos S.A.,HELBOR      ON      NM,False,481,584,1065
881,FIGE4,38.01,30.86,0.39,18.16,0.0,0.385,17.65,19.38,19.15,19.33,19.33,93.69,58.85,28.23,1.99,1.25,0.0,232713000.0,0.0,-67.79,,,,,True,483,583,1066
19,BHGR3,19.1,-272.16,1.1,3.613,0.0,0.855,-194.45,23.7,-8.56,25.95,14.2,15.24,-1.31,0.96,3.93,-0.4,0.0,1077600000.0,0.2,20.67,,,,,False,536,533,1069
945,ANIM3,7.2,82.72,1.13,1.325,0.0,0.282,7.65,9.32,-0.48,23.4,11.61,14.21,1.75,1.31,3.31,1.36,20715500.0,2577160000.0,2.0,19.4,Consumer Defensive,Education & Training Services,Anima Holding S.A.,ANIMA       ON      NM,False,521,551,1072
601,CCTU4,37.28,7.65,0.92,0.307,0.0,0.405,2.29,14.56,-28.32,21.77,21.77,2.1,4.0,1.48,2.96,12.07,0.0,82550000.0,0.48,12.54,,,,,True,511,561,1072
911,IMCH3,6.39,41.83,0.59,0.336,0.0,0.289,-9.49,12.28,-0.78,21.16,6.62,2.73,0.8,0.82,2.55,1.4,0.0,920589000.0,0.51,21.04,,,,,False,506,567,1073
846,PNVL3,12.86,24.51,1.88,0.617,1.36,0.858,3.08,25.54,21.49,31.94,10.83,2.41,2.52,1.91,4.42,7.67,7185610.0,1029350000.0,0.67,9.09,Healthcare,Drug Manufacturers—General,Dimed S.A. Distribuidora de Medicamentos,DIMED       ON      NM,False,558,515,1073
152,ARCZ6,3.63,-1.86,1.94,1.087,0.0,0.366,1.52,9.42,-0.84,28.1,28.1,11.54,-58.02,2.86,4.03,-103.98,0.0,1934210000.0,3.92,0.75,,,,,False,547,530,1077
151,ARCZ3,3.66,-1.88,1.95,1.096,0.0,0.369,1.53,9.5,-0.84,28.18,28.18,11.54,-58.02,2.86,4.03,-103.98,0.0,1934210000.0,3.92,0.75,,,,,False,548,531,1079
243,HETA4,7.75,-0.02,-0.01,1.702,0.0,0.342,-0.05,6.02,-0.01,500.05,500.05,28.29,-7526.18,0.01,5.69,31.35,35403.8,-557401000.0,-0.58,-5.46,Consumer Defensive,Household & Personal Products,Hércules S.A - Fábrica de Talheres,HERCULES    PN,True,618,465,1083
209,HETA3,96.0,-0.28,-0.09,21.085,0.0,4.24,-0.68,74.52,-0.09,568.56,568.56,28.29,-7526.18,0.01,5.69,31.35,0.0,-557401000.0,-0.58,-5.46,Consumer Defensive,Household & Personal Products,Hércules S.A - Fábrica de Talheres,HERCULES    ON,True,620,466,1086
896,PNVL4,18.62,35.48,2.72,0.893,0.0,1.242,4.46,36.99,31.12,43.39,14.7,2.41,2.52,1.91,4.42,7.67,0.0,1029350000.0,0.67,9.09,,,,,False,572,516,1088
194,IENG5,0.12,-0.65,0.79,1.374,0.0,0.088,-0.93,3.1,-0.24,24.33,24.33,44.29,-224.61,0.85,2.84,-122.41,0.0,52234000.0,5.45,8.13,,,,,True,528,562,1090
206,CORR4,82.0,-0.33,-7.91,0.489,0.0,0.09,0.12,-2.72,-0.43,18.34,19.28,-17.99,-147.94,31.44,-10.91,2395.42,0.0,-240000.0,0.0,14.95,Real Estate,Real Estate Services,Corrêa Ribeiro S.A. Comércio e Indústria,COR RIBEIRO PN,True,475,615,1090
368,MWET4,17.42,0.21,-0.75,0.157,0.0,0.156,19.73,8.84,-0.2,22.3,10.98,1.78,75.13,1.02,1.99,-356.36,71400.1,-48018000.0,-1.14,14.21,Consumer Cyclical,Auto Parts,Wetzel S.A.,WETZEL S/A  PN,True,515,580,1095
891,FIGE3,43.0,34.91,0.44,20.544,0.0,0.436,19.96,21.93,21.66,21.88,21.88,93.69,58.85,28.23,1.99,1.25,0.0,232713000.0,0.0,-67.79,,,,,True,513,582,1095
184,IENG3,0.15,-0.81,0.99,1.717,0.0,0.11,-1.17,3.88,-0.3,25.11,25.11,44.29,-224.61,0.85,2.84,-122.41,0.0,52234000.0,5.45,8.13,,,,,True,533,563,1096
68,HBSA3,2.86,-18.91,1.52,1.685,0.0,0.352,4.58,11.08,-0.58,31.68,12.36,15.2,-8.91,1.92,3.47,-8.05,8831110.0,1427680000.0,3.1,36.31,Industrials,Integrated Freight & Logistics,Hidrovias do Brasil S.A.,HIDROVIAS   ON      NM,False,557,546,1103
855,HGTX4,9.6,26.11,0.92,1.07,0.0,0.635,1.92,27.1,2.54,28.0,11.15,3.95,4.1,2.47,3.0,3.51,0.0,1704940000.0,0.12,-4.62,,,,,False,546,558,1104
370,MWET3,20.5,0.25,-0.88,0.185,0.0,0.183,23.22,10.4,-0.23,23.86,11.75,1.78,75.13,1.02,1.99,-356.36,408.68,-48018000.0,-1.14,14.21,Consumer Cyclical,Auto Parts,Wetzel S.A.,WETZEL S/A  ON,True,524,581,1105
66,WMBY3,25.39,-19.3,2.87,0.836,0.0,0.182,1.2,8.62,-1.5,25.02,25.02,9.7,-7.05,1.44,2.39,-14.86,0.0,212439000.0,6.51,-14.48,,,,,True,530,575,1105
684,GUAR3,11.07,10.7,1.07,0.796,3.97,0.408,2.01,20.1,-15.65,26.18,8.83,3.96,7.44,1.52,2.54,10.01,18230000.0,5161370000.0,0.68,1.22,Consumer Cyclical,Apparel Retail,Guararapes Confecções S.A.,GUARARAPES  ON,False,538,569,1107
73,CCIM3,5.52,-16.44,0.94,0.498,0.0,0.198,0.53,8.96,-1.09,25.04,38.84,5.55,-3.03,2.58,2.38,-5.75,0.0,660347000.0,1.93,29.98,,,,,False,532,576,1108
923,AMER3,30.09,49.1,1.68,1.176,0.0,0.6,3.11,26.78,-3.99,32.2,13.98,4.39,2.4,1.64,3.45,3.42,241969000.0,15911000000.0,0.78,31.83,Consumer Cyclical,Internet Retail,Americanas S.A.,AMERICANAS  ON      NM,False,560,549,1109
951,BRPR3,7.43,110.04,0.5,10.796,2.75,0.312,9.26,16.16,-1.13,25.18,24.98,66.79,9.81,1.56,2.11,0.45,12800600.0,7101700000.0,0.41,-8.14,Real Estate,Real Estate Services,BR Properties S.A.,BR PROPERT  ON      NM,False,534,579,1113
980,GLOB4,30.49,4873.6,8.59,1.512,0.0,1.389,-63.21,46.91,-4.59,55.03,28.77,3.22,0.03,0.96,3.9,0.18,0.0,5675000000.0,1.76,5.35,,,,,False,578,536,1114
231,CORR3,12.0,-0.05,-1.16,0.071,0.0,0.013,0.02,-0.4,-0.06,20.66,21.72,-17.99,-147.94,31.44,-10.91,2395.42,0.0,-240000.0,0.0,14.95,,,,,True,501,614,1115
118,ALPK3,4.11,-4.54,1.7,1.14,0.0,0.331,-1.6,11.97,-0.47,31.54,7.23,9.52,-24.98,0.31,2.97,-37.55,169087.0,504587000.0,2.91,0.0,Industrials,Infrastructure Operations,"Allpark Empreendimentos, Participações e Serviços S.A.",ESTAPAR     ON      NM,False,556,560,1116
966,MLFT4,22.39,247.03,23.49,56.889,0.0,5.708,28.55,157.94,-20.52,165.33,104.2,36.02,46.31,5.31,4.56,9.51,0.0,1762140000.0,1.94,1.01,,,,,False,609,508,1117
949,PQUN4,15.44,104.31,1.88,0.545,0.0,0.523,7.57,19.5,-0.97,40.25,40.25,2.8,0.52,1.61,3.02,1.81,0.0,858692000.0,2.28,5.19,,,,,False,569,554,1123
950,PQUN3,15.44,104.31,1.88,0.545,0.0,0.523,7.57,19.5,-0.97,40.25,40.25,2.8,0.52,1.61,3.02,1.81,0.0,858692000.0,2.28,5.19,,,,,False,570,553,1123
21,ABYA3,4.91,-214.8,1.76,2.055,0.0,0.527,1.98,19.96,-2.75,33.67,33.67,10.29,-0.96,2.09,2.78,-0.82,0.0,292060000.0,1.31,16.41,,,,,True,562,566,1128
967,ELEV3,24.3,312.39,3.22,0.688,0.0,0.954,5.75,37.19,-5.18,51.41,51.41,1.85,0.27,1.47,3.01,1.03,0.0,489356000.0,1.35,3.69,,,,,False,576,555,1131
181,GSHP3,28.06,-0.85,-0.08,0.45,0.0,0.031,1.0,1.35,-0.03,40.15,37.49,33.35,-52.82,1.16,2.8,9.79,14166.3,-649166000.0,-2.88,-21.01,Real Estate,Real Estate—Diversified,General Shopping e Outlets do Brasil S.A.,GENERALSHOPPON,True,568,564,1132
56,ASTA4,25.83,-30.79,1.0,0.652,0.0,0.446,2.57,19.9,-3.3,33.2,33.2,3.28,-2.12,1.71,2.52,-3.25,0.0,515672000.0,0.85,-4.73,,,,,False,561,572,1133
591,LOGG3,26.4,7.31,0.81,18.056,4.52,0.523,10.23,24.23,-2.58,33.75,33.5,74.53,256.57,1.52,2.27,11.14,14406100.0,3311570000.0,0.38,11.77,Real Estate,Real Estate—Diversified,LOG Commercial Properties e Participações S.A.,LOG COM PROPON      NM,False,563,577,1140
888,SOMA3,12.71,33.84,1.39,4.867,0.0,1.047,6.3,45.98,27.6,49.3,31.76,10.58,14.38,2.4,2.5,4.11,63550200.0,7173400000.0,0.14,0.0,Consumer Cyclical,Apparel Retail,Grupo de Moda SOMA S.A.,GRUPO SOMA  ON      NM,False,575,573,1148
10,GNDI3,66.95,-3584.82,5.84,3.423,2.81,2.378,79.65,87.05,-6.21,91.13,50.88,3.93,-0.09,1.17,3.09,-0.16,331267000.0,7116080000.0,0.53,25.23,Healthcare,Healthcare Plans,Notre Dame Intermédica Participações S.A.,INTERMEDICA ON      NM,False,597,552,1149
597,DPPI4,38.9,7.62,2.28,-0.665,0.0,1.718,3.98,87.28,4.46,73.74,73.74,-0.76,-5.04,3.14,3.0,29.97,0.0,545227000.0,0.06,15.14,,,,,False,591,559,1150
965,HAPV3,11.98,219.75,8.06,8.952,0.17,4.916,192.97,163.76,-27.84,162.85,58.96,5.47,4.13,1.14,3.56,3.67,451559000.0,10615600000.0,0.19,37.43,Healthcare,Medical Care Facilities,Hapvida Participações e Investimentos S.A.,HAPVIDA     ON      NM,False,608,544,1152
174,BAHI11,2.94,-1.2,0.34,0.194,0.0,0.087,-0.36,26.87,-0.14,30.31,4.44,0.72,-16.47,0.33,0.35,-28.19,2734.2,142631000.0,0.32,78.05,,,,,True,553,602,1155
843,ELEK3,19.11,24.46,2.66,0.619,0.34,1.067,3.75,52.11,-110.34,65.77,26.15,1.19,2.53,1.94,2.52,10.87,0.0,226327000.0,0.99,5.69,,,,,True,584,571,1155
948,HGTX3,37.5,101.99,3.57,4.178,0.28,2.48,7.5,105.87,9.93,106.77,42.5,3.95,4.1,2.47,3.0,3.51,0.0,1704940000.0,0.12,-4.62,,,,,False,602,556,1158
936,MGLU3,6.29,59.19,3.9,1.181,0.24,1.39,6.5,78.91,215.44,79.37,32.47,1.5,2.0,1.49,2.79,6.6,841054000.0,10872500000.0,0.22,33.5,Consumer Cyclical,Specialty Retail,Magazine Luiza S.A.,MAGAZ LUIZA ON      NM,False,593,565,1158
97,TERI3,64.28,-8.83,0.29,0.107,0.0,0.081,7.9,7.2,-0.26,39.56,39.56,1.49,-1.91,1.03,1.25,-3.27,0.0,3641000000.0,1.43,7.94,,,,,False,567,593,1160
887,ELEK4,26.0,33.27,3.62,0.842,0.25,1.452,5.1,70.89,-150.12,84.56,33.61,1.19,2.53,1.94,2.52,10.87,0.0,226327000.0,0.99,5.69,,,,,True,595,570,1165
924,PLTO6,10.47,50.81,692616.0,0.69,0.0,0.901,2.9,55.05,-1.55,56.35,56.35,1.25,1.36,3.87,1.74,1363200.0,0.0,1000.0,21227.0,8.78,,,,,True,581,585,1166
785,DPPI3,85.0,16.65,4.99,-1.453,0.0,3.753,8.7,190.72,9.75,177.18,177.18,-0.76,-5.04,3.14,3.0,29.97,0.0,545227000.0,0.06,15.14,,,,,False,611,557,1168
927,PLTO5,10.94,53.09,723708.0,0.721,0.0,0.942,3.03,57.52,-1.62,58.82,58.82,1.25,1.36,3.87,1.74,1363200.0,0.0,1000.0,21227.0,8.78,,,,,True,583,586,1169
583,ITSA4,9.87,7.14,1.32,10.669,4.76,1.014,22.1,64.05,-13.01,66.61,43.52,16.66,162.68,1.68,1.72,18.52,267072000.0,65886000000.0,0.13,11.45,Financial Services,Banks—Regional,Itaúsa - Investimentos Itaú SA,ITAUSA      PN      N1,False,585,587,1172
588,ITSA3,10.04,7.27,1.35,10.853,4.68,1.031,22.48,65.15,-13.23,67.71,44.24,16.66,162.68,1.68,1.72,18.52,2262840.0,65886000000.0,0.13,11.45,Financial Services,Banks—Regional,Itaúsa - Investimentos Itaú SA,ITAUSA      ON      N1,False,588,588,1176
534,RNPT4,31.81,5.74,0.39,0.467,0.0,0.379,57.01,56.1,57.01,56.05,56.05,0.83,8.13,1.38,0.68,6.72,0.0,63944000.0,0.0,4.85,,,,,True,579,598,1177
535,RNPT3,31.87,5.75,0.39,0.468,0.0,0.38,57.12,56.21,57.12,56.15,56.15,0.83,8.13,1.38,0.68,6.72,0.0,63944000.0,0.0,4.85,,,,,True,580,599,1179
962,GUAR4,151.0,145.93,14.6,10.857,0.0,5.56,27.42,274.22,-213.51,280.3,94.51,3.96,7.44,1.52,2.54,10.01,0.0,5161370000.0,0.68,1.22,,,,,False,613,568,1181
30,AMIL3,32.2,-73.28,7.7,1.129,0.0,2.003,-16.95,136.58,-5.43,138.61,50.13,0.83,-1.53,0.75,2.22,-10.51,0.0,1532980000.0,1.24,28.47,,,,,False,605,578,1183
24,RCSL4,1.1,-128.91,-1.91,1.534,0.0,1.287,18.96,91.15,-1.12,88.69,47.21,1.68,-1.18,1.15,1.5,1.48,1273210.0,-43698000.0,-0.0,667.41,Industrials,Specialty Industrial Machinery,Recrusul S/A,RECRUSUL    PN,True,596,591,1187
981,LWSA3,9.18,12840.0,1.84,7.802,0.0,1.289,3.21,171.98,5.24,118.15,34.17,4.54,0.06,3.82,1.33,0.01,156066000.0,2950560000.0,0.04,53.23,Technology,Software—Infrastructure,Locaweb Serviços de Internet S.A.,LOCAWEB     ON      NM,False,603,592,1195
14,DASA3,24.34,-376.63,1.84,1.368,1.21,0.742,16.7,86.56,-2.59,106.61,15.93,1.58,-0.26,1.17,1.04,-0.49,14661900.0,7418660000.0,0.72,30.37,Healthcare,Diagnostics & Research,Diagnósticos da América S.A.,DASA        ON      NM,False,600,595,1195
663,MEGA3,10.56,9.8,1.36,24.599,0.0,0.49,-842.6,57.74,-0.99,106.66,79.21,42.6,251.04,1.0,1.04,13.89,30218700.0,4306250000.0,1.43,0.0,Utilities,Utilities—Renewable,Omega Energia S.A.,OMEGAENERGIAON      NM,False,601,596,1197
864,RPSA4,4.9,27.33,1.55,5.697,0.0,0.805,5.09,107.53,-4.5,137.55,137.55,5.3,20.85,2.09,0.85,5.69,0.0,1167980000.0,0.61,-14.23,,,,,False,604,597,1201
977,SEQL3,14.85,1136.0,3.44,1.465,0.0,1.074,19.58,117.38,-2.88,143.95,18.12,1.25,0.13,1.21,1.09,0.3,28206600.0,602733000.0,1.13,0.0,Industrials,Integrated Freight & Logistics,Sequoia Logística e Transportes S.A.,SEQUOIA LOG ON      NM,False,607,594,1201
187,SJOS4,0.09,-0.69,-0.01,0.584,0.0,0.304,-0.01,2.65,-0.01,71.69,71.69,22.01,-84.33,0.02,-1.1,1.09,0.0,-160564000.0,-0.2,6.99,,,,,True,590,612,1202
13,RCSL3,3.55,-416.03,-6.16,4.951,0.0,4.154,61.18,294.18,-3.63,291.71,155.27,1.68,-1.18,1.15,1.5,1.48,18248100.0,-43698000.0,-0.0,667.41,Industrials,Specialty Industrial Machinery,Recrusul S/A,RECRUSUL    ON,True,614,590,1204
109,BAHI3,14.95,-6.08,1.71,0.987,0.0,0.443,-1.81,136.65,-0.74,140.09,20.53,0.72,-16.47,0.33,0.35,-28.19,63433.3,142631000.0,0.32,78.05,Consumer Defensive,Education & Training Services,Bahema Educação S.A.,BAHEMA      ON      MA,True,606,601,1207
93,SJOS3,1.19,-9.15,-0.1,7.72,0.0,4.021,-0.11,35.08,-0.1,104.11,104.11,22.01,-84.33,0.02,-1.1,1.09,0.0,-160564000.0,-0.2,6.99,,,,,True,598,611,1209
982,AESB3,11.1,14594.2,1694.77,2794.04,1.69,461.114,10378.6,36962.7,-998.25,36993.2,10426.7,7.56,21.72,1.29,1.51,11.61,10498300.0,3223080.0,1.93,0.0,Utilities,Utilities—Renewable,AES Brasil Energia S.A.,AES BRASIL  ON      NM,True,626,589,1215
823,RDNI3,9.3,21.12,0.65,1.069,0.11,0.225,0.92,77.77,-1.27,169.81,86.02,1.37,6.99,2.08,0.3,3.09,265175.0,624005000.0,0.84,9.84,Real Estate,Real Estate—Development,RNI Negócios Imobiliários S.A.,RNI         ON      NM,False,610,605,1215
61,OPCT3,3.51,-23.25,0.8,1.055,0.0,0.351,1.97,266.46,-1.63,415.6,9.65,0.4,-1.76,2.06,0.18,-3.43,3005910.0,880290000.0,0.98,0.0,Industrials,Specialty Business Services,OceanPact Serviços Marítimos S.A.,OCEANPACT   ON      NM,False,615,606,1221
938,BAUH4,79.88,59.66,4.22,2.38,0.84,2.579,-32.89,769.62,-26.65,749.49,75.76,0.31,3.99,0.79,0.51,7.07,51993.3,98830000.0,0.0,2.41,Consumer Defensive,Packaged Foods,Excelsior Alimentos S.A.,EXCELSIOR   PN,True,622,600,1222
388,TARP11,18.02,0.82,0.25,26.009,0.0,0.245,0.0,197.74,0.0,195.29,195.29,13.15,3170.05,0.0,0.0,29.89,0.0,678212000.0,0.0,-71.36,,,,,False,612,610,1222
59,BAHI5,65.0,-26.44,7.45,4.291,0.0,1.924,-7.87,594.12,-3.2,597.56,87.58,0.72,-16.47,0.33,0.35,-28.19,0.0,142631000.0,0.32,78.05,,,,,True,621,604,1225
50,BAHI4,86.0,-34.98,9.86,5.678,0.0,2.546,-10.42,786.07,-4.24,789.51,115.71,0.72,-16.47,0.33,0.35,-28.19,0.0,142631000.0,0.32,78.05,,,,,True,623,603,1226
237,TEKA4,8.38,-0.03,-0.0,0.02,0.0,0.004,-0.0,20.76,-0.0,2835.89,127.59,0.09,-56.45,0.04,0.03,6.79,21066.3,-1777870000.0,-0.32,8.97,Consumer Cyclical,Textile Manufacturing,Teka Tecelagem Kuehnrich S.A.,TEKA        PN,True,624,607,1231
220,TEKA3,26.1,-0.11,-0.01,0.061,0.0,0.013,-0.01,64.67,-0.0,2879.8,129.57,0.09,-56.45,0.04,0.03,6.79,127.32,-1777870000.0,-0.32,8.97,Consumer Cyclical,Textile Manufacturing,Teka Tecelagem Kuehnrich S.A.,TEKA        ON,True,625,608,1233
